CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
CASE00301,100130082202500301,202500301,2025-08-10,EMP0063,UNIT0082,CAT1,GRV2,CH02,CSH0007,STA4,,2025-08-10T19:04:00,2025-08-10T19:04:00,2025-08-10T19:04:00,15.504534,74.981061,Vehicle registered to the complainant was found missing from outside a commercial complex.
CASE00302,100100064202500302,202500302,2025-12-28,EMP0195,UNIT0064,CAT1,GRV1,CH03,CSH0014,STA3,,2025-12-28T15:02:00,2025-12-28T15:02:00,2025-12-28T15:02:00,14.273128,76.424091,A group of persons allegedly created a public disturbance near the main market.
CASE00303,100110068202600303,202600303,2026-05-04,EMP0126,UNIT0068,CAT1,GRV1,CH03,CSH0015,STA2,,2026-05-04T20:02:00,2026-05-04T20:02:00,2026-05-04T20:02:00,12.860428,75.315407,Complainant alleges online fraud involving a transaction linked to the main market.
CASE00304,100110068202600304,202600304,2026-01-12,EMP0147,UNIT0068,CAT1,GRV1,CH03,CSH0013,STA2,,2026-01-12T21:49:00,2026-01-12T21:49:00,2026-01-12T21:49:00,12.861502,75.310525,Complainant reported that documents was stolen from the bus stand on the night of the incident.
CASE00305,100130081202500305,202500305,2025-09-12,EMP0209,UNIT0081,CAT1,GRV1,CH03,CSH0015,STA1,,2025-09-12T07:32:00,2025-09-12T07:32:00,2025-09-12T07:32:00,15.489979,75.057577,Complainant alleges online fraud involving a transaction linked to the local temple grounds.
CASE00306,100110068202500306,202500306,2025-10-21,EMP0104,UNIT0068,CAT1,GRV1,CH01,CSH0001,STA3,,2025-10-21T10:37:00,2025-10-21T10:37:00,2025-10-21T10:37:00,12.848211,75.298963,Accused allegedly entered a residential complex and removed valuables without the owner's knowledge.
CASE00307,100130083202500307,202500307,2025-08-14,EMP0223,UNIT0083,CAT1,GRV1,CH03,CSH0015,STA3,,2025-08-14T18:05:00,2025-08-14T18:05:00,2025-08-14T18:05:00,15.434099,74.973826,A group of persons allegedly created a public disturbance near the local temple grounds.
CASE00308,100020012202600308,202600308,2026-04-01,EMP0072,UNIT0012,CAT1,GRV2,CH06,CSH0025,STA1,,2026-04-01T09:21:00,2026-04-01T09:21:00,2026-04-01T09:21:00,15.120315,76.887145,Complainant reported that cash was stolen from the railway station on the night of the incident.
CASE00309,100220133202600309,202600309,2026-02-28,EMP0199,UNIT0133,CAT1,GRV1,CH03,CSH0015,STA3,,2026-02-28T12:11:00,2026-02-28T12:11:00,2026-02-28T12:11:00,12.267226,76.611689,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00310,100110069202600310,202600310,2026-04-05,EMP0127,UNIT0069,CAT1,GRV2,CH04,CSH0018,STA1,,2026-04-05T20:38:00,2026-04-05T20:38:00,2026-04-05T20:38:00,12.799165,75.235243,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00311,100010002202500311,202500311,2025-12-16,EMP0182,UNIT0002,CAT1,GRV2,CH02,CSH0008,STA1,,2025-12-16T21:17:00,2025-12-16T21:17:00,2025-12-16T21:17:00,16.196207,75.723435,Complainant reported that jewellery was stolen from the main market on the night of the incident.
CASE00312,100250155202500312,202500312,2025-09-12,EMP0175,UNIT0155,CAT1,GRV2,CH02,CSH0010,STA1,,2025-09-12T13:05:00,2025-09-12T13:05:00,2025-09-12T13:05:00,13.963002,75.586772,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00313,100240149202600313,202600313,2026-03-29,EMP0252,UNIT0149,CAT1,GRV1,CH03,CSH0012,STA1,,2026-03-29T21:05:00,2026-03-29T21:05:00,2026-03-29T21:05:00,12.73066,77.259655,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00314,100030017202600314,202600314,2026-01-01,EMP0185,UNIT0017,CAT1,GRV1,CH01,CSH0004,STA2,,2026-01-01T19:17:00,2026-01-01T19:17:00,2026-01-01T19:17:00,15.908912,74.548171,A group of persons allegedly created a public disturbance near a residential complex.
CASE00315,100270162202500315,202500315,2025-12-21,EMP0148,UNIT0162,CAT1,GRV2,CH04,CSH0017,STA2,,2025-12-21T23:30:00,2025-12-21T23:30:00,2025-12-21T23:30:00,13.374921,74.791033,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00316,100260158202500316,202500316,2025-07-23,EMP0235,UNIT0158,CAT1,GRV2,CH04,CSH0019,STA2,,2025-07-23T16:46:00,2025-07-23T16:46:00,2025-07-23T16:46:00,13.285805,77.127891,A complaint was filed regarding harassment near the main market over the past few weeks.
CASE00317,100110068202500317,202500317,2025-07-24,EMP0107,UNIT0068,CAT1,GRV2,CH05,CSH0021,STA3,,2025-07-24T20:47:00,2025-07-24T20:47:00,2025-07-24T20:47:00,12.884563,75.302561,Accused is alleged to have used a fake identity to defraud the complainant near a parking area.
CASE00318,100030019202600318,202600318,2026-05-20,EMP0077,UNIT0019,CAT1,GRV2,CH05,CSH0023,STA1,,2026-05-20T12:50:00,2026-05-20T12:50:00,2026-05-20T12:50:00,15.809486,74.473289,Complainant reported that a two-wheeler was stolen from a commercial complex on the night of the incident.
CASE00319,100130084202600319,202600319,2026-02-14,EMP0236,UNIT0084,CAT1,GRV2,CH04,CSH0019,STA1,,2026-02-14T18:01:00,2026-02-14T18:01:00,2026-02-14T18:01:00,15.477316,75.054448,Vehicle registered to the complainant was found missing from outside the main market.
CASE00320,100200124202500320,202500320,2025-08-20,EMP0079,UNIT0124,CAT1,GRV1,CH01,CSH0005,STA2,,2025-08-20T18:57:00,2025-08-20T18:57:00,2025-08-20T18:57:00,15.353172,76.116559,Complainant reported that a laptop was stolen from the railway station on the night of the incident.
CASE00321,100290174202600321,202600321,2026-01-24,EMP0171,UNIT0174,CAT1,GRV2,CH02,CSH0011,STA2,,2026-01-24T17:01:00,2026-01-24T17:01:00,2026-01-24T17:01:00,16.828582,75.71654,Accused is alleged to have used a fake identity to defraud the complainant near the bus stand.
CASE00322,100030013202500322,202500322,2025-12-10,EMP0104,UNIT0013,CAT1,GRV2,CH02,CSH0011,STA2,,2025-12-10T23:40:00,2025-12-10T23:40:00,2025-12-10T23:40:00,15.794739,74.476689,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00323,100110070202500323,202500323,2025-10-25,EMP0122,UNIT0070,CAT1,GRV1,CH03,CSH0014,STA2,,2025-10-25T06:56:00,2025-10-25T06:56:00,2025-10-25T06:56:00,12.837695,75.283406,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00324,100220134202600324,202600324,2026-02-18,EMP0012,UNIT0134,CAT1,GRV1,CH01,CSH0002,STA2,,2026-02-18T20:58:00,2026-02-18T20:58:00,2026-02-18T20:58:00,12.304223,76.616348,Complainant alleges online fraud involving a transaction linked to a parking area.
CASE00325,100110069202600325,202600325,2026-03-11,EMP0127,UNIT0069,CAT1,GRV2,CH05,CSH0024,STA1,,2026-03-11T21:19:00,2026-03-11T21:19:00,2026-03-11T21:19:00,12.810482,75.2491,Complainant alleges online fraud involving a transaction linked to the bus stand.
CASE00326,100030014202600326,202600326,2026-01-19,EMP0051,UNIT0014,CAT1,GRV1,CH03,CSH0015,STA1,,2026-01-19T14:55:00,2026-01-19T14:55:00,2026-01-19T14:55:00,15.88243,74.551436,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00327,100030014202500327,202500327,2025-07-30,EMP0052,UNIT0014,CAT1,GRV1,CH01,CSH0004,STA1,,2025-07-30T17:42:00,2025-07-30T17:42:00,2025-07-30T17:42:00,15.875477,74.549508,Victim was approached by unidentified persons near a parking area and robbed at knifepoint.
CASE00328,100050027202600328,202600328,2026-02-27,EMP0124,UNIT0027,CAT1,GRV2,CH04,CSH0018,STA1,,2026-02-27T13:28:00,2026-02-27T13:28:00,2026-02-27T13:28:00,13.011049,77.624343,A group of persons allegedly created a public disturbance near a residential complex.
CASE00329,100050030202500329,202500329,2025-08-13,EMP0146,UNIT0030,CAT1,GRV2,CH04,CSH0018,STA2,,2025-08-13T13:09:00,2025-08-13T13:09:00,2025-08-13T13:09:00,12.953513,77.558841,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00330,100030013202500330,202500330,2025-12-11,EMP0104,UNIT0013,CAT1,GRV1,CH03,CSH0016,STA2,,2025-12-11T21:03:00,2025-12-11T21:03:00,2025-12-11T21:03:00,15.782601,74.468558,A group of persons allegedly created a public disturbance near a residential lane.
CASE00331,100130080202500331,202500331,2025-11-08,EMP0006,UNIT0080,CAT1,GRV2,CH02,CSH0011,STA4,,2025-11-08T20:45:00,2025-11-08T20:45:00,2025-11-08T20:45:00,15.44336,75.030019,Accused allegedly entered a residential lane and removed valuables without the owner's knowledge.
CASE00332,100050028202600332,202600332,2026-05-14,EMP0125,UNIT0028,CAT1,GRV2,CH05,CSH0022,STA2,,2026-05-14T18:49:00,2026-05-14T18:49:00,2026-05-14T18:49:00,12.967259,77.599002,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00333,100130083202600333,202600333,2026-02-26,EMP0156,UNIT0083,CAT1,GRV2,CH05,CSH0022,STA2,,2026-02-26T13:55:00,2026-02-26T13:55:00,2026-02-26T13:55:00,15.406235,74.953831,Accused is alleged to have used a fake identity to defraud the complainant near a residential lane.
CASE00334,100120073202600334,202600334,2026-01-20,EMP0038,UNIT0073,CAT1,GRV2,CH06,CSH0025,STA2,,2026-01-20T14:36:00,2026-01-20T14:36:00,2026-01-20T14:36:00,14.505566,75.879417,"An altercation broke out at a residential complex, resulting in injuries to the victim."
CASE00335,100230137202600335,202600335,2026-06-12,EMP0123,UNIT0137,CAT1,GRV1,CH03,CSH0015,STA3,,2026-06-12T15:26:00,2026-06-12T15:26:00,2026-06-12T15:26:00,16.238972,77.303059,Physical assault reported outside a commercial complex following a dispute between the parties.
CASE00336,100130083202500336,202500336,2025-08-15,EMP0223,UNIT0083,CAT1,GRV2,CH04,CSH0019,STA3,,2025-08-15T15:27:00,2025-08-15T15:27:00,2025-08-15T15:27:00,15.426805,74.944264,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE00337,100130080202500337,202500337,2025-09-16,EMP0164,UNIT0080,CAT1,GRV1,CH03,CSH0015,STA1,,2025-09-16T13:06:00,2025-09-16T13:06:00,2025-09-16T13:06:00,15.451365,75.014175,"An altercation broke out at the local temple grounds, resulting in injuries to the victim."
CASE00338,100130081202600338,202600338,2026-02-26,EMP0209,UNIT0081,CAT1,GRV2,CH05,CSH0022,STA3,,2026-02-26T05:13:00,2026-02-26T05:13:00,2026-02-26T05:13:00,15.502691,75.047249,Complainant reported that jewellery was stolen from the bus stand on the night of the incident.
CASE00339,100050028202600339,202600339,2026-03-28,EMP0093,UNIT0028,CAT1,GRV1,CH03,CSH0013,STA1,,2026-03-28T18:28:00,2026-03-28T18:28:00,2026-03-28T18:28:00,12.964458,77.605242,A complaint was filed regarding harassment near a commercial complex over the past few weeks.
CASE00340,100250150202600340,202600340,2026-05-18,EMP0207,UNIT0150,CAT1,GRV1,CH01,CSH0001,STA3,,2026-05-18T18:32:00,2026-05-18T18:32:00,2026-05-18T18:32:00,13.904363,75.500772,Complainant alleges online fraud involving a transaction linked to the main market.
CASE00341,100150092202500341,202500341,2025-09-26,EMP0196,UNIT0092,CAT1,GRV1,CH01,CSH0004,STA1,,2025-09-26T20:55:00,2025-09-26T20:55:00,2025-09-26T20:55:00,13.035256,76.073873,Accused is alleged to have used a fake identity to defraud the complainant near the local temple grounds.
CASE00342,100050032202600342,202600342,2026-01-22,EMP0184,UNIT0032,CAT1,GRV2,CH04,CSH0018,STA1,,2026-01-22T11:11:00,2026-01-22T11:11:00,2026-01-22T11:11:00,12.945346,77.618483,Accused is alleged to have used a fake identity to defraud the complainant near the bus stand.
CASE00343,100220136202500343,202500343,2025-11-18,EMP0037,UNIT0136,CAT1,GRV2,CH05,CSH0022,STA3,,2025-11-18T08:00:00,2025-11-18T08:00:00,2025-11-18T08:00:00,12.267783,76.663986,Physical assault reported outside a residential complex following a dispute between the parties.
CASE00344,100220134202500344,202500344,2025-07-22,EMP0159,UNIT0134,CAT1,GRV1,CH03,CSH0014,STA3,,2025-07-22T20:57:00,2025-07-22T20:57:00,2025-07-22T20:57:00,12.321401,76.614006,Vehicle registered to the complainant was found missing from outside a commercial complex.
CASE00345,100050032202500345,202500345,2025-12-25,EMP0184,UNIT0032,CAT1,GRV2,CH04,CSH0020,STA3,,2025-12-25T00:31:00,2025-12-25T00:31:00,2025-12-25T00:31:00,12.933899,77.621813,A group of persons allegedly created a public disturbance near the main market.
CASE00346,100240146202500346,202500346,2025-12-31,EMP0131,UNIT0146,CAT1,GRV1,CH03,CSH0016,STA4,,2025-12-31T19:07:00,2025-12-31T19:07:00,2025-12-31T19:07:00,12.713195,77.279136,Complainant alleges online fraud involving a transaction linked to a residential lane.
CASE00347,100110070202500347,202500347,2025-07-31,EMP0040,UNIT0070,CAT1,GRV2,CH04,CSH0020,STA3,,2025-07-31T06:30:00,2025-07-31T06:30:00,2025-07-31T06:30:00,12.826084,75.294486,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00348,100030013202500348,202500348,2025-09-15,EMP0104,UNIT0013,CAT1,GRV1,CH03,CSH0016,STA2,,2025-09-15T16:57:00,2025-09-15T16:57:00,2025-09-15T16:57:00,15.792417,74.466998,A complaint was filed regarding harassment near the bus stand over the past few weeks.
CASE00349,100130080202500349,202500349,2025-11-30,EMP0164,UNIT0080,CAT1,GRV2,CH05,CSH0024,STA1,,2025-11-30T13:50:00,2025-11-30T13:50:00,2025-11-30T13:50:00,15.432056,75.018154,Complainant reported that documents was stolen from the railway station on the night of the incident.
CASE00350,100260160202600350,202600350,2026-03-19,EMP0170,UNIT0160,CAT1,GRV1,CH01,CSH0001,STA2,,2026-03-19T12:05:00,2026-03-19T12:05:00,2026-03-19T12:05:00,13.357113,77.03814,Accused allegedly entered the railway station and removed valuables without the owner's knowledge.
CASE00351,100050027202600351,202600351,2026-01-23,EMP0124,UNIT0027,CAT1,GRV1,CH01,CSH0001,STA4,,2026-01-23T19:38:00,2026-01-23T19:38:00,2026-01-23T19:38:00,13.034308,77.64613,Accused is alleged to have used a fake identity to defraud the complainant near the railway station.
CASE00352,100100061202500352,202500352,2025-08-17,EMP0070,UNIT0061,CAT1,GRV1,CH03,CSH0016,STA1,,2025-08-17T10:33:00,2025-08-17T10:33:00,2025-08-17T10:33:00,14.175949,76.432453,Accused allegedly entered the local temple grounds and removed valuables without the owner's knowledge.
CASE00353,100100061202500353,202500353,2025-08-29,EMP0070,UNIT0061,CAT1,GRV2,CH05,CSH0022,STA1,,2025-08-29T15:40:00,2025-08-29T15:40:00,2025-08-29T15:40:00,14.201947,76.440453,A complaint was filed regarding harassment near the main market over the past few weeks.
CASE00354,100050031202600354,202600354,2026-04-14,EMP0120,UNIT0031,CAT1,GRV1,CH03,CSH0016,STA2,,2026-04-14T13:47:00,2026-04-14T13:47:00,2026-04-14T13:47:00,12.94942,77.600948,Accused allegedly entered the local temple grounds and removed valuables without the owner's knowledge.
CASE00355,100220134202500355,202500355,2025-11-14,EMP0012,UNIT0134,CAT1,GRV1,CH03,CSH0015,STA1,,2025-11-14T14:20:00,2025-11-14T14:20:00,2025-11-14T14:20:00,12.324477,76.611194,Physical assault reported outside the railway station following a dispute between the parties.
CASE00356,100050027202600356,202600356,2026-02-22,EMP0157,UNIT0027,CAT1,GRV2,CH06,CSH0026,STA2,,2026-02-22T07:41:00,2026-02-22T07:41:00,2026-02-22T07:41:00,13.031761,77.629436,A group of persons allegedly created a public disturbance near a commercial complex.
CASE00357,100080047202600357,202600357,2026-01-02,EMP0016,UNIT0047,CAT1,GRV2,CH02,CSH0011,STA3,,2026-01-02T17:43:00,2026-01-02T17:43:00,2026-01-02T17:43:00,13.465798,77.727281,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE00358,100130084202500358,202500358,2025-09-04,EMP0094,UNIT0084,CAT1,GRV2,CH02,CSH0010,STA3,,2025-09-04T11:02:00,2025-09-04T11:02:00,2025-09-04T11:02:00,15.446239,75.041323,Victim was approached by unidentified persons near a residential complex and robbed at knifepoint.
CASE00359,100050031202500359,202500359,2025-11-19,EMP0193,UNIT0031,CAT1,GRV1,CH01,CSH0003,STA3,,2025-11-19T20:08:00,2025-11-19T20:08:00,2025-11-19T20:08:00,12.957191,77.604607,Accused allegedly entered the bus stand and removed valuables without the owner's knowledge.
CASE00360,100110068202600360,202600360,2026-02-12,EMP0233,UNIT0068,CAT1,GRV2,CH05,CSH0022,STA4,,2026-02-12T22:40:00,2026-02-12T22:40:00,2026-02-12T22:40:00,12.855659,75.303079,Accused is alleged to have used a fake identity to defraud the complainant near the bus stand.
CASE00361,100110071202500361,202500361,2025-07-31,EMP0115,UNIT0071,CAT1,GRV2,CH06,CSH0025,STA4,,2025-07-31T05:24:00,2025-07-31T05:24:00,2025-07-31T05:24:00,12.803968,75.223237,Accused allegedly entered a residential complex and removed valuables without the owner's knowledge.
CASE00362,100030019202600362,202600362,2026-02-05,EMP0077,UNIT0019,CAT1,GRV2,CH04,CSH0020,STA1,,2026-02-05T15:41:00,2026-02-05T15:41:00,2026-02-05T15:41:00,15.810844,74.477583,A group of persons allegedly created a public disturbance near a residential complex.
CASE00363,100300184202600363,202600363,2026-07-09,EMP0005,UNIT0184,CAT1,GRV2,CH02,CSH0009,STA2,,2026-07-09T07:04:00,2026-07-09T07:04:00,2026-07-09T07:04:00,16.764319,77.184267,Vehicle registered to the complainant was found missing from outside the main market.
CASE00364,100280171202500364,202500364,2025-11-04,EMP0214,UNIT0171,CAT1,GRV1,CH03,CSH0013,STA4,,2025-11-04T12:44:00,2025-11-04T12:44:00,2025-11-04T12:44:00,14.771351,74.709634,Vehicle registered to the complainant was found missing from outside the local temple grounds.
CASE00365,100130084202600365,202600365,2026-05-21,EMP0236,UNIT0084,CAT1,GRV2,CH06,CSH0025,STA1,,2026-05-21T20:04:00,2026-05-21T20:04:00,2026-05-21T20:04:00,15.48213,75.050276,Vehicle registered to the complainant was found missing from outside a commercial complex.
CASE00366,100050028202600366,202600366,2026-06-21,EMP0093,UNIT0028,CAT1,GRV1,CH03,CSH0013,STA2,,2026-06-21T04:41:00,2026-06-21T04:41:00,2026-06-21T04:41:00,12.963495,77.606855,Vehicle registered to the complainant was found missing from outside a parking area.
CASE00367,100030014202600367,202600367,2026-04-11,EMP0052,UNIT0014,CAT1,GRV1,CH03,CSH0013,STA3,,2026-04-11T18:19:00,2026-04-11T18:19:00,2026-04-11T18:19:00,15.870361,74.538325,"An altercation broke out at a residential lane, resulting in injuries to the victim."
CASE00368,100060036202600368,202600368,2026-06-24,EMP0123,UNIT0036,CAT1,GRV1,CH01,CSH0002,STA2,,2026-06-24T10:46:00,2026-06-24T10:46:00,2026-06-24T10:46:00,17.927969,77.512181,A complaint was filed regarding harassment near a residential lane over the past few weeks.
CASE00369,100020005202500369,202500369,2025-08-09,EMP0166,UNIT0005,CAT1,GRV1,CH01,CSH0002,STA2,,2025-08-09T13:21:00,2025-08-09T13:21:00,2025-08-09T13:21:00,15.135217,76.953476,Complainant alleges online fraud involving a transaction linked to the bus stand.
